Lang,Text,Author,Location,Service
en,rt time shift turbo let also forget bankruptcy bill pushed senator bill also contributed,IraStone1,Earth,loan
en,rt tony barber sent thousand pound covid bounceback loan isi terrorist syria sniper rifle yell may,Geoffre16730216,,loan
en,one best thing credit piece mind get american express new card could earn welcome bonus friend could earn referral bonus term apply http co dp tj americanexpress amex reward americanexpress http co lvovfzg pj,mcpesto,"CryptoNFT, California, USA",card
en,upcoming result http co v yk dqyra communication glenmark life science creditaccess grameen hdfc life insurance company ltd tejas network jsw steel ltd aarti drug ltd vedanta ltd ashok leyland ltd cyient dlm ltd,Sk502054,"New Delhi, India",insurance
en,bank lending yoy across consumer private debt fading quickly amid bank tightening loan demand fading meanwhile bank deposit growth plunged deep neg le credit boom something monitor excess saving running lower lower http co grzwqbe http co k iqsix,RadicalAdem,"Arizona, USA",savings
en,canarabank day mail req account statement still response canara bank khasmahal sea king enterprise loan application rejected immediately pl look,sushil34290722,India,loan
en,cost emi option available bajaj finserv hdfc contact u offer info newkitchenworld newkitchenworldblr nkw nkwin newkitchenworldinteriors kaff influencermarketing chimney kitchendesign kitchen http co k hmskm z,nkw_kaff,"Bengaluru, India",emi
en,cloned card hitting big right tapn place order online taking order shipping start next hr worldwide shipping done fedex directly door http co mkz j hqfe,BohemSocks23478,"Tempe, AZ",card
en,rt datta arvind many bank chasing jio finance launch co branded credit card surprised one launched n,KoleySuman24,"West Bengal, India",card
en,rt noclador way little bit attack ship sailing novorossiysk kill insurance sailing rus,ErikVH13,"Antwerp, Belgium",insurance
en,drprashantmish theofficialsbi sbi bank sarkari bank prefer govt job people n work like private bank private understands importance loan wife applied secured credit card rejected secured bt approved loan fm private quick,praveenreddy207,"Bengaluru, India",card
en,purchased pulsar bike cc bajaj emi monthly emi inr total emi bank account deducted inr purchase said sir emi inr paid scamming bajajautofin sanjivrbajaj cmohry,AhujaLovekesh,,emi
en,arogyaandhra irdaindia irdainsurance abhealthin mohfw india ayushmannha aditya birla send u copy insurance policy uncle need urgently please look matter unacceptable need asap,saisubhash,,insurance
en,rt moneycontrolcom many insurance company including bajajallianz adityabirlasun life insurance hdfclifeinsurance alo,AoI_VenturesLtd,India,insurance
en,company gst scanner including life general insurance show cause notice served gst evasion worth r crore detected company r crore recovered far gst http co ipix strt,ranjoydey,India ,insurance
en,sanghavi jainam dear jainam would like evaluate case help best possible solution request dm registered mobile number e mail id policy detail u analyse update earliest regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
en,rt terseerugbor chairman ad hoc committee student loan access higher education nigeria house representative h,orkuma,"Abuja, Nigeria",loan
en,starhealthins one insurance compaby renewal even difficult like catching train paid renewal amount policy debited hdfc bank credit card never reversed star saying failure asking amount poor,HarlalkaAmit,"Madhya Pradesh, India",card
en,rt eladnehorai mass shooting florida child killed gun people without house mil,JJacobMarion,"Ontario, Canada",insurance
en,bajaj finserv product purchase product till date today recieved whats app msg stating refer screenshot shared said im punctual payment loan relationship organisation rbi http co jrqtoyqmrh,vijaympvs,,loan
en,rt afphq potus shared plan limit access short term limited duration health plan plan save people looking basic,MKMMAmarysturm,"Davie, FL",insurance
en,siakook house card army made song look like x song sad song,vcutyun,rkive,card
en,rt dealbeeofficial kiwi app loot lifetime free rupay card http co nqutigin get cashback st scan pay,kantasingh_1977,"Greater Noida, India",card
en,thanks bajaj customer service team helped get car insurance minimal documentation greatexperience,Anshkumar990,,insurance
en,rt bdo bonth kailash ch majhi late sankarsan majjhi vill bangarpadi bonth gp bonth block provided loan facility r,Samiksh19334040,,loan
en,yishay major shift turbo administered student loan forgiveness mean thing got struck cuz biden say um got blocked knew likely happens stacked gop court false promice could cancel student loan supreme court congress,CanadianCitiz19,,loan
en,gautammandge hi gautam sorry trouble face due spam call please send contact number email id via dm surely get dnd list updated caringly tram bajaj allianz general insurance http co sanfy dik,BajajAllianz,Pune,insurance
en,interview law time nainesh kotak say use surveillance insurance company personal injury disability case attacking plaintiff credibility determining true extent injury http co qmnkwch legalnews,KotakLaw,Mississauga/Brampton/Toronto,insurance
en,like health insurance tough biden continues obamacare lie http co cvprppqje,UtnikM,,insurance
en,rajeevrajeshuni axis bank mile amp world select card axis bank vistara infinite credit card axis bank magnus credit card axis bank reserve credit card axis bank burgundy private credit amp debit card,ankurmittal,Chandigarh,card
en,mohua india pmoindia hardeepspuri mp kaushal secretary mohua rajeevicha pmayurban pib india pib mohua still get pmay benifits taken home loan idbi bank pmay scheme since may requesting stakeholder last year pmay subsidy one responded yet,KANHACHARANNAYA,India,loan
en,rt rajivmehta reason given hdfc declining accidental claim always check term policy condition blindly buying,pratyush_kanth,"Mumbai, India",insurance
en,hdfc bank hdfcbank care hdfcbanknews trying connect customer service last month mail also one connecting every time debit card delivery location wrong visited branch also told connect customer care,ManishS49620236,,card
en,dear bajaj team emi card shown bajaj application since one month ago amp see active loan amp statement loan pls solve query soon possible emi card number,tadvi_suni2219,,loan
en,rt vimleshrajbansi capitecbanksa loan statement domestic helper loan amount r initiation fee p,Gorgeous_pearl2,Emhlabeni ka Yesu,loan
en,activate new sbi atm card atm machine http co thjvgnhfbr talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,India,insurance
en,sbi bank jan dan account holder state government decided sawnidi loan sbi bank ambivali mohone branch helping government gr loan issue cibil score please help,MangaldasP66083,,loan
en,rt cyber veer clop ransomware group released sensitive data various organisation including kotak mahindra life insurance capital small,BharatpurRj,"Jaipur, India",insurance
en,hdfcbank care hdfc bank want continue account complaint also still getting loan amd credit card related call tell solution,francisleoA1,,loan
en,rt morgfair honey noticed insurance company fleeing state number hurricane major damage th,CharlesLKuyper,"Homer Glen, Illinois",insurance
en,card available produc wrong card card age approx year card product cost emi bajaj finance bajaj finserv,JasimGazi19,kolkata,emi
en,hdfc bank supposed receive credit card tuesday bluedart poor service received card yet please look matter get credit card asap hdfc please try find better vendor bluedart,iamajitpathak,"Mumbai, India",card
en,super worried problem right happening sure problem told insurance including medication coverage canceled nobody seems know going hiv agency helping http co nwbtjer,LNGTERMSURVIVOR,"San Francisco, CA",insurance
en,moneylifeindia icici rm call thing talk pre approved credit card home loan personnel loan role bank play wealth generation,Strangerthanf15,Algebra,loan
en,offer multiple way pay website simply head checkout choose variety payment option include major card digital wallet american express bacs klarna paypal credit http co tvsj oebdk,RawlinsPaints,"Leeds, West Yorkshire",card
en,marketing work home job internship pnb metlife india life insurance company limited india job hireagraduate jobseekerswednesday unemployedgraduates http co ympbcz jkb,DataDotcoaza,Worldwide,insurance
en,rt business today moneytoday gaurav arora chief underwriting claim property amp casualty icici lombard explains one ca,imNavneetDubey,"Noida, India",insurance
en,rt rajivmehta reason given hdfc declining accidental claim always check term policy condition blindly buying,Your_fellaCvani,India,insurance
en,take look wr zach pascal ahead training camp status http co k uevaa,Cards_Wire,"Phoenix, AZ",card
en,ankushc ankushc dear ankush thank contacting icici lombard general insurance company limited reference issue related health policy reviewed case confirm checked health policy number hsrn,ICICILombard,,insurance
